City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
0,Hilo,US,80.26,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
1,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
11,Albany,US,74.03,clear sky,42.6001,-73.9662,
12,Jiaocheng,CN,74.05,light rain,24.6774,116.1389,Changtan Tourism Resort
15,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
19,Mahebourg,MU,70.09,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
21,Broome,US,72.7,few clouds,42.2506,-75.833,Chenango Valley State Park
24,Vallenar,CL,79.2,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
25,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
26,Souillac,MU,70.18,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
27,Yellowknife,CA,70.32,broken clouds,62.456,-114.3525,The Explorer Hotel
29,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
31,Krasnozerskoye,RU,66.0,overcast clouds,53.9828,79.2374,Hotel Tsentralniy
35,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
36,Cap Malheureux,MU,69.48,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
37,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
39,Broome,US,72.7,few clouds,42.2506,-75.833,Chenango Valley State Park
40,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
45,Harper,LR,77.2,light rain,4.375,-7.7169,Screensaver
46,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
48,Les Cayes,HT,85.87,overcast clouds,18.2,-73.75,Villa Orphee
50,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
52,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
53,Oyama,JP,71.58,light rain,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
58,Puerto Ayora,EC,80.56,clear sky,-0.7393,-90.3518,Finch Bay Galapagos Hotel
59,Calama,CL,68.49,clear sky,-22.4667,-68.9333,Park Hotel Calama
61,Maridi,SS,73.38,overcast clouds,4.9158,29.4742,
62,Maraa,BR,85.86,light rain,-1.8333,-65.3667,
63,Srivardhan,IN,82.51,overcast clouds,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
64,Puerto Ayora,EC,80.56,clear sky,-0.7393,-90.3518,Finch Bay Galapagos Hotel
66,Sturgis,US,78.31,scattered clouds,41.7992,-85.4192,Best Western Plus Howe Inn
68,Ayutla,MX,80.08,broken clouds,20.1167,-104.3333,Hotel Principal
69,Pisco,PE,67.01,haze,-13.7,-76.2167,Hotel San Isidro Oficial
70,Bengkulu,ID,74.64,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
71,Kalmunai,LK,78.66,overcast clouds,7.4167,81.8167,VS Villa
73,Bara,NG,86.4,clear sky,10.3744,10.7288,
77,Lincoln,US,80.01,broken clouds,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
78,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
80,Mali,GN,75.06,few clouds,12.079,-12.2982,Hotel La Dame de Mali
82,Albany,US,74.03,clear sky,42.6001,-73.9662,
86,Valea Nucarilor,RO,66.63,few clouds,45.0333,28.9333,Alexia pond pension
89,Katsuura,JP,68.14,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
91,Alur,IN,67.93,overcast clouds,12.9833,75.9833,
93,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
96,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
97,Braganca,BR,81.0,broken clouds,-1.0536,-46.7656,Marujo's Suíte Hotel
99,Faya,SA,79.32,clear sky,18.3851,42.4509,املاك خالد الشعشوع
107,Surt,LY,73.35,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
112,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
114,Pathein,MM,78.8,overcast clouds,16.7833,94.7333,Pathein Hotel
116,Havelock,US,84.18,few clouds,34.8791,-76.9013,Sherwood Motel
118,Atikokan,CA,73.65,clear sky,48.7555,-91.6216,Quetico Inn (formerly Radisson)
120,Lorengau,PG,79.83,few clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
121,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
123,Puerto Lopez,CO,86.92,broken clouds,4.0845,-72.956,Resguardo Indigena Maguare
125,Teresina,BR,89.31,broken clouds,-5.0892,-42.8019,Metropolitan Hotel‎
126,Yellowknife,CA,70.32,broken clouds,62.456,-114.3525,The Explorer Hotel
127,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
133,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
140,Itoman,JP,80.98,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
143,Souillac,MU,70.18,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
148,Ouadda,CF,75.38,overcast clouds,8.0777,22.4007,
149,Bengkulu,ID,74.64,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
151,Arraial Do Cabo,BR,78.76,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
154,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
155,Bethel,US,78.58,few clouds,41.3712,-73.414,Courtyard by Marriott Danbury
156,Faya,SA,79.32,clear sky,18.3851,42.4509,املاك خالد الشعشوع
157,Chake Chake,TZ,76.64,broken clouds,-5.2459,39.7666,Hotel Archipelago
158,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
159,Takoradi,GH,77.43,light rain,4.8845,-1.7554,Raybow International Hotel
160,Hithadhoo,MV,84.54,scattered clouds,-0.6,73.0833,Scoop Guest House
161,Chase,CA,73.33,overcast clouds,50.8165,-119.6857,Chase Country Inn Motel
162,Carnarvon,AU,69.78,clear sky,-24.8667,113.6333,Hospitality Carnarvon
163,Nantucket,US,75.31,clear sky,41.2835,-70.0995,Jared Coffin House
164,Zhanakorgan,KZ,78.31,broken clouds,43.9098,67.2495,"""Ақпалас"" қонақ үйі"
166,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
167,Sao Jose Da Coroa Grande,BR,79.88,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
168,Mahebourg,MU,70.09,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
169,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
170,Bandarbeyla,SO,80.37,few clouds,9.4942,50.8122,JABIR HOTEL
172,Kavieng,PG,81.1,few clouds,-2.5744,150.7967,Nusa Island Retreat
177,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
178,Bethel,US,78.58,few clouds,41.3712,-73.414,Courtyard by Marriott Danbury
180,Antofagasta,CL,67.21,overcast clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
188,Dingzhou,CN,71.71,clear sky,38.5131,114.9956,宜家时尚宾馆
190,Yellowknife,CA,70.32,broken clouds,62.456,-114.3525,The Explorer Hotel
191,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
192,Mahebourg,MU,70.09,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
194,Toktogul,KG,66.45,broken clouds,41.8708,72.9402,KAGAN
196,Placido De Castro,BR,72.18,moderate rain,-10.3353,-67.1856,Hotel Carioca
197,Naruja,GE,68.32,clear sky,41.9069,41.9542,PREMIUM family sweet apartment OAZIS DREAM
201,Avera,US,87.39,overcast clouds,33.194,-82.5271,
203,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
207,Faanui,PF,80.24,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
208,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
209,Yellowknife,CA,70.32,broken clouds,62.456,-114.3525,The Explorer Hotel
210,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
212,Hilo,US,80.26,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
213,Takoradi,GH,77.43,light rain,4.8845,-1.7554,Raybow International Hotel
214,Saint-Philippe,RE,65.79,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
215,Saint-Philippe,RE,65.79,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
216,Kongolo,CD,74.14,clear sky,-5.3833,27.0,GUEST HOUSE OASIS
218,Faanui,PF,80.24,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
224,Palmer,US,77.52,broken clouds,42.1584,-72.3287,Wedgewood Motel
225,Vila Franca Do Campo,PT,70.21,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
226,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
228,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
229,Yellowknife,CA,70.32,broken clouds,62.456,-114.3525,The Explorer Hotel
231,Praya,CV,81.14,few clouds,14.9215,-23.5087,LT Aparthotel
232,Mahebourg,MU,70.09,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
234,Komsomolskiy,UZ,72.32,few clouds,40.4272,71.7189,Ikathouse
235,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
237,Terryville,US,79.56,broken clouds,40.909,-73.0651,"Holiday Inn Express Stony Brook-Long Island, an IHG Hotel"
239,Georgetown,MY,80.53,few clouds,5.4112,100.3354,Cititel Penang
242,Albany,US,74.03,clear sky,42.6001,-73.9662,
244,Punalur,IN,75.54,overcast clouds,9.0,76.9333,Motel Araam
245,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
248,Lorengau,PG,79.83,few clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
249,Luganville,VU,77.4,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
253,Thompson,CA,69.96,few clouds,55.7435,-97.8558,Burntwood Hotel
256,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
258,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
259,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
260,Cabedelo,BR,84.87,clear sky,-6.9811,-34.8339,Pousada Camboinha
262,Victoria,HK,80.96,overcast clouds,22.2855,114.1577,Mini Central
264,Trincomalee,LK,81.52,overcast clouds,8.5711,81.2335,Welcombe Hotel
265,Palmerston,AU,67.98,overcast clouds,-12.486,130.9833,Quest Palmerston - Serviced Apartments and Accommodation
266,Ibate,BR,66.54,overcast clouds,-21.9547,-47.9967,Hotel Veneza
269,Ponta Do Sol,PT,76.71,clear sky,32.6667,-17.1,Hotel do Campo
270,Sinnamary,GF,82.42,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
274,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
275,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
278,Puerto Ayora,EC,80.56,clear sky,-0.7393,-90.3518,Finch Bay Galapagos Hotel
281,Ikom,NG,77.41,overcast clouds,5.9667,8.7063,Reho Farm & Resort
283,Iquitos,PE,75.24,heavy intensity rain,-3.7481,-73.2472,Cortez Malaga Techy Caroly
284,Natal,BR,86.22,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
286,Los Llanos De Aridane,ES,72.12,clear sky,28.6585,-17.9182,Valle Aridane
295,Lorengau,PG,79.83,few clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
296,Salalah,OM,86.09,broken clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
297,Albany,US,74.03,clear sky,42.6001,-73.9662,
298,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
305,Bathsheba,BB,81.21,broken clouds,13.2167,-59.5167,Atlantis Hotel
306,Korla,CN,80.04,scattered clouds,41.7597,86.1469,Gulisitan Hotel
307,Ponta Do Sol,PT,76.71,clear sky,32.6667,-17.1,Hotel do Campo
308,Karratha,AU,72.1,clear sky,-20.7377,116.8463,ibis Styles Karratha
310,Monte Patria,CL,77.52,broken clouds,-30.6919,-70.9467,Hotel Monte Cordillera
311,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
313,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
315,Carnarvon,AU,69.78,clear sky,-24.8667,113.6333,Hospitality Carnarvon
316,Siguiri,GN,87.64,overcast clouds,11.6667,-9.5,
317,Hargeysa,SO,71.46,broken clouds,9.56,44.065,City Center Hotel
320,Arona,ES,70.32,clear sky,28.0996,-16.681,Paradise Court
324,Hithadhoo,MV,84.54,scattered clouds,-0.6,73.0833,Scoop Guest House
326,Wanning,CN,81.79,overcast clouds,18.8003,110.3967,Paradise Hotel
330,Los Llanos De Aridane,ES,72.12,clear sky,28.6585,-17.9182,Valle Aridane
333,Asau,RO,68.92,broken clouds,46.4333,26.4,Casa Mika Ciobanus
334,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
338,Hamilton,US,75.88,light rain,39.1834,-84.5333,Six Acres Bed & Breakfast
341,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
343,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
345,Namibe,AO,71.83,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
347,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
348,Luocheng,CN,65.73,overcast clouds,29.3848,104.0286,Luocheng Hotel
349,Sambava,MG,72.73,overcast clouds,-14.2667,50.1667,Melrose
354,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
355,Surt,LY,73.35,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
357,Hilo,US,80.26,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
359,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
361,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
365,Itarema,BR,80.91,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
366,Siirt,TR,75.92,few clouds,37.9326,41.9403,Nilay Bayan Pansiyonu
367,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
368,Bambous Virieux,MU,70.05,light rain,-20.3428,57.7575,Casa Tia Villa
370,Todos Santos,MX,73.42,clear sky,23.45,-110.2167,Hotel California Todos Santos
373,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
375,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
378,Bambanglipuro,ID,76.05,overcast clouds,-7.95,110.2833,Puri Brata
384,Kimbe,PG,74.48,few clouds,-5.5502,150.1429,Kimbe Bay Hotel
386,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
387,Broome,US,72.7,few clouds,42.2506,-75.833,Chenango Valley State Park
388,Pundaguitan,PH,82.92,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
389,Balkanabat,TM,75.42,clear sky,39.5108,54.3671,Nebitchi Hotel
391,Alofi,NU,73.29,broken clouds,-19.0595,-169.9187,Taloa Heights
392,Shenjiamen,CN,69.19,moderate rain,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
393,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
396,Williams Lake,CA,72.05,broken clouds,52.1415,-122.1445,Stampeder Motel
402,Cockburn Town,TC,85.96,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
405,Dok Kham Tai,TH,72.9,overcast clouds,19.1624,99.9934,โรงแรมวีซี ดอกคำใต้ พะเยา
407,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
408,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
410,Puerto Ayora,EC,80.56,clear sky,-0.7393,-90.3518,Finch Bay Galapagos Hotel
414,Albany,US,74.03,clear sky,42.6001,-73.9662,
416,Bocas Del Toro,PA,82.58,broken clouds,9.3333,-82.25,Hotel Bocas del Toro
421,Jalu,LY,86.58,clear sky,29.0331,21.5482,صاحبة الفخامة
427,Albany,US,74.03,clear sky,42.6001,-73.9662,
429,Carnarvon,AU,69.78,clear sky,-24.8667,113.6333,Hospitality Carnarvon
431,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
436,Coahuayana,MX,85.32,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
440,Avarua,CK,75.25,broken clouds,-21.2078,-159.775,Paradise Inn
442,Nha Trang,VN,82.4,overcast clouds,12.25,109.1833,Hanoi Golden Hotel
445,Butaritari,KI,82.11,light rain,3.0707,172.7902,Isles Sunset Lodge
450,Kavaratti,IN,83.08,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
451,Bang Saphan,TH,77.79,overcast clouds,11.2126,99.5117,Ladawan Boutique Hotel
452,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
454,Kavieng,PG,81.1,few clouds,-2.5744,150.7967,Nusa Island Retreat
455,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
456,Avarua,CK,75.25,broken clouds,-21.2078,-159.775,Paradise Inn
460,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
461,Jalu,LY,86.58,clear sky,29.0331,21.5482,صاحبة الفخامة
466,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
468,Puerto Ayora,EC,80.56,clear sky,-0.7393,-90.3518,Finch Bay Galapagos Hotel
474,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
478,Gat,IL,82.4,clear sky,31.61,34.7642,OlusHome
480,Butaritari,KI,82.11,light rain,3.0707,172.7902,Isles Sunset Lodge
485,Iquitos,PE,75.24,heavy intensity rain,-3.7481,-73.2472,Cortez Malaga Techy Caroly
486,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
491,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
492,Albany,US,74.03,clear sky,42.6001,-73.9662,
493,Tual,ID,82.36,broken clouds,-5.6667,132.75,Grand Vilia Hotel
495,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
496,Conway,US,77.79,scattered clouds,35.0887,-92.4421,"Country Inn & Suites by Radisson, Conway, AR"
498,Mattru,SL,76.6,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
499,Avarua,CK,75.25,broken clouds,-21.2078,-159.775,Paradise Inn
501,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
502,San Narciso,PH,78.8,overcast clouds,15.0143,120.0803,Beach Club Luxury Studio
503,Sambava,MG,72.73,overcast clouds,-14.2667,50.1667,Melrose
505,Avera,US,87.39,overcast clouds,33.194,-82.5271,
510,Broome,US,72.7,few clouds,42.2506,-75.833,Chenango Valley State Park
513,Salisbury,GB,65.17,few clouds,51.0693,-1.7957,Mercure Salisbury White Hart Hotel
515,Longyan,CN,73.47,overcast clouds,25.1072,117.0225,Jinjiang Inn Longyan Zhongshan Road Pedestrian Street
516,Alyangula,AU,71.06,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
518,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
519,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
521,Huron,US,74.79,overcast clouds,41.1501,-82.5499,Meadow Brook Mobile Estates
523,Georgetown,MY,80.53,few clouds,5.4112,100.3354,Cititel Penang
526,Torrington,US,77.68,scattered clouds,41.8007,-73.1212,The Yankee Pedlar Inn
529,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
530,Hithadhoo,MV,84.54,scattered clouds,-0.6,73.0833,Scoop Guest House
533,Kulhudhuffushi,MV,82.38,broken clouds,6.6221,73.07,Haajy Guest House 1
539,Tual,ID,82.36,broken clouds,-5.6667,132.75,Grand Vilia Hotel
542,Praia,CV,81.14,few clouds,14.9215,-23.5087,LT Aparthotel
543,Knoxville,US,82.29,clear sky,35.9606,-83.9207,Hilton Knoxville
547,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
550,Portland,US,68.97,overcast clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
553,Namibe,AO,71.83,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
554,Sao Joao Da Barra,BR,86.09,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
555,Huai Thalaeng,TH,78.26,overcast clouds,14.997,102.6475,รีสอร์ทฟิวแอนทิว
561,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
563,Georgetown,MY,80.53,few clouds,5.4112,100.3354,Cititel Penang
564,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
566,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
567,Acajutla,SV,83.75,overcast clouds,13.5928,-89.8275,Laureles
568,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
571,Hobyo,SO,79.45,scattered clouds,5.3505,48.5268,Iftin hotel hobyo
574,Itoman,JP,80.98,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
